"Gene Name","Protein IDs","H_vs_L_log2 fold change","H_vs_L_p.val","H_vs_L_p.adj","significant","H_vs_L_significant","imputed","num_NAs","Protein.names"
"SRBD1","Q8N5C6",-0.644,0.005,0.0141,FALSE,FALSE,FALSE,0,"S1 RNA-binding domain-containing protein 1"
"SRCAP","Q6ZRS2-2",-0.491,0.0187,0.037,FALSE,FALSE,FALSE,0,"Helicase SRCAP"
"SREK1","Q8WXA9-2",-0.554,0.00579,0.0156,FALSE,FALSE,FALSE,0,"Splicing regulatory glutamine/lysine-rich protein 1"
"SRGAP2","O75044",-0.507,0.514,0.566,FALSE,FALSE,TRUE,2,"SLIT-ROBO Rho GTPase-activating protein 2"
"SRI","C9J0K6",-0.311,0.195,0.246,FALSE,FALSE,FALSE,0,"Sorcin"
"srlR","P15082",0.653,0.267,0.322,FALSE,FALSE,TRUE,1,"Glucitol operon repressor"
"SRM","P19623",-0.217,0.142,0.188,FALSE,FALSE,FALSE,0,"Spermidine synthase"
"SRP14","P37108",-0.805,0.00148,0.00614,FALSE,FALSE,FALSE,0,"Signal recognition particle 14 kDa protein"
"SRP68","F5H5Y3",-0.137,0.807,0.836,FALSE,FALSE,FALSE,0,"Signal recognition particle 68 kDa protein"
"SRP72","O76094",-0.088,0.64,0.684,FALSE,FALSE,FALSE,0,"Signal recognition particle 72 kDa protein"
"SRP9","P49458",-0.867,0.00701,0.0179,FALSE,FALSE,FALSE,0,"Signal recognition particle 9 kDa protein"
"SRPK1","Q96SB4",-0.564,0.0417,0.0688,FALSE,FALSE,FALSE,0,"SRSF protein kinase 1"
"SRPK2","P78362-2",0.912,0.545,0.595,FALSE,FALSE,TRUE,1,"SRSF protein kinase 2;SRSF protein kinase 2 N-terminal;SRSF protein kinase 2 C-terminal"
"SRPR","P08240",-0.699,0.00362,0.0112,FALSE,FALSE,FALSE,0,"Signal recognition particle receptor subunit alpha"
"SRPRB","Q9Y5M8",-0.761,0.00187,0.00717,FALSE,FALSE,FALSE,0,"Signal recognition particle receptor subunit beta"
"SRRM1","Q8IYB3",-0.564,0.00819,0.02,FALSE,FALSE,FALSE,0,"Serine/arginine repetitive matrix protein 1"
"SRRM2","Q9UQ35",-0.369,0.0114,0.0255,FALSE,FALSE,FALSE,0,"Serine/arginine repetitive matrix protein 2"
"SRRT","Q9BXP5-4",-0.696,0.00148,0.00615,FALSE,FALSE,FALSE,0,"Serrate RNA effector molecule homolog"
"SRSF1","Q07955",-0.479,0.00778,0.0193,FALSE,FALSE,FALSE,0,"Serine/arginine-rich splicing factor 1"
"SRSF2","Q8NAK9",-0.356,0.0564,0.0875,FALSE,FALSE,FALSE,0,"Serine/arginine-rich splicing factor 2"
"SRSF3","B4E241",-0.447,0.257,0.313,FALSE,FALSE,FALSE,0,"Serine/arginine-rich splicing factor 3"
"SRSF5","Q13243-3",-0.0271,0.932,0.944,FALSE,FALSE,FALSE,0,"Serine/arginine-rich splicing factor 5"
"SRSF6","Q13247-3",-0.517,0.0104,0.0237,FALSE,FALSE,FALSE,0,"Serine/arginine-rich splicing factor 6"
"SRSF7","Q16629-3",-0.676,0.00145,0.00606,FALSE,FALSE,FALSE,0,"Serine/arginine-rich splicing factor 7"
"SRSF9","Q13242",-0.447,0.0431,0.0706,FALSE,FALSE,FALSE,0,"Serine/arginine-rich splicing factor 9"
"SRXN1","Q9BYN0",-0.493,0.0163,0.0332,FALSE,FALSE,FALSE,0,"Sulfiredoxin-1"
"SSB","P05455",-0.606,0.0078,0.0193,FALSE,FALSE,FALSE,0,"Lupus La protein"
"SSBP1","Q04837",-0.27,0.222,0.275,FALSE,FALSE,FALSE,0,"Single-stranded DNA-binding protein, mitochondrial"
"SSR4","P51571",-0.594,0.00502,0.0141,FALSE,FALSE,FALSE,0,"Translocon-associated protein subunit delta"
"SSRP1","Q08945",-0.51,0.00477,0.0136,FALSE,FALSE,FALSE,0,"FACT complex subunit SSRP1"
"SSSCA1","H0YEB6",1.34,0.275,0.331,FALSE,FALSE,TRUE,2,"Sjoegren syndrome/scleroderma autoantigen 1"
"SSU72","Q9NP77",-0.87,0.275,0.331,FALSE,FALSE,FALSE,0,"RNA polymerase II subunit A C-terminal domain phosphatase SSU72"
"ST13","P50502",-0.657,0.00102,0.00485,FALSE,FALSE,FALSE,0,"Hsc70-interacting protein;Putative protein FAM10A5;Putative protein FAM10A4"
"STAG2","F8WAK8",-0.654,0.00353,0.011,FALSE,FALSE,FALSE,0,"Cohesin subunit SA-2"
"STAM","Q92783-2",-0.283,0.279,0.335,FALSE,FALSE,TRUE,1,"Signal transducing adapter molecule 1;Signal transducing adapter molecule 2"
"STAMBP","O95630",-0.35,0.562,0.61,FALSE,FALSE,FALSE,0,"STAM-binding protein"
"STAT1","P42224-2",-0.41,0.0202,0.0393,FALSE,FALSE,FALSE,0,"Signal transducer and activator of transcription 1-alpha/beta"
"STAT3","P40763-2",-0.595,0.0617,0.0942,FALSE,FALSE,FALSE,0,"Signal transducer and activator of transcription 3"
"STAT5A","Q59GY7",-0.819,0.00506,0.0142,FALSE,FALSE,FALSE,0,"Signal transducer and activator of transcription 5A"
"STAT5B","P51692",-0.744,0.171,0.22,FALSE,FALSE,FALSE,0,"Signal transducer and activator of transcription 5B"
"STAT6","F5GZ86",-0.46,0.0838,0.121,FALSE,FALSE,FALSE,0,"Signal transducer and activator of transcription 6"
"STIM1","H0YDB2",-0.655,0.00569,0.0154,FALSE,FALSE,FALSE,0,"Stromal interaction molecule 1"
"STIP1","P31948",-0.595,0.00263,0.00904,FALSE,FALSE,FALSE,0,"Stress-induced-phosphoprotein 1"
"STK10","O94804",-0.789,0.199,0.25,FALSE,FALSE,TRUE,1,"Serine/threonine-protein kinase 10"
"STK4","Q13043-2",-0.393,0.108,0.149,FALSE,FALSE,FALSE,0,"Serine/threonine-protein kinase 4;Serine/threonine-protein kinase 4 37kDa subunit;Serine/threonine-protein kinase 4 18kDa subunit;Serine/threonine-protein kinase 3;Serine/threonine-protein kinase 3 36kDa subunit;Serine/threonine-protein kinase 3 20kDa subunit"
"STMN1","P16949",-0.604,0.00672,0.0173,FALSE,FALSE,FALSE,0,"Stathmin"
"STOM","B4E2V5",0.201,0.863,0.884,FALSE,FALSE,TRUE,2,"Erythrocyte band 7 integral membrane protein"
"STRAP","Q9Y3F4",-0.513,0.00661,0.0171,FALSE,FALSE,FALSE,0,"Serine-threonine kinase receptor-associated protein"
"STRBP","Q96SI9-2",-0.827,0.00396,0.0119,FALSE,FALSE,FALSE,0,"Spermatid perinuclear RNA-binding protein"
"STRN","O43815-2",-0.501,0.232,0.286,FALSE,FALSE,FALSE,0,"Striatin"
"STT3A","P46977",-0.49,0.0506,0.0802,FALSE,FALSE,FALSE,0,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A"
"STT3B","Q8TCJ2",0.503,0.0546,0.0853,FALSE,FALSE,FALSE,0,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B"
"STUB1","Q9UNE7",-0.737,0.0216,0.0414,FALSE,FALSE,FALSE,0,"E3 ubiquitin-protein ligase CHIP"
"STX12","B1AJQ6",-0.749,0.0245,0.0455,FALSE,FALSE,FALSE,0,"Syntaxin-12"
"STXBP1","P61764",-0.532,0.0915,0.13,FALSE,FALSE,TRUE,4,"Syntaxin-binding protein 1"
"STXBP2","Q15833-2",-1.24,0.0363,0.0617,FALSE,FALSE,TRUE,1,"Syntaxin-binding protein 2"
"STXBP3","O00186",-0.596,0.01,0.0233,FALSE,FALSE,FALSE,0,"Syntaxin-binding protein 3"
"SUCLA2","F5H5Q7",-0.201,0.303,0.359,FALSE,FALSE,FALSE,0,"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial"
"SUCLG1","P53597",-0.308,0.161,0.209,FALSE,FALSE,FALSE,0,"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial"
"SUCLG2","Q96I99",-0.494,0.0408,0.0675,FALSE,FALSE,FALSE,0,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial"
"SUGP2","Q8IX01-4",-0.242,0.282,0.338,FALSE,FALSE,FALSE,0,"SURP and G-patch domain-containing protein 2"
"SUGT1","Q9Y2Z0",-0.656,0.0101,0.0234,FALSE,FALSE,FALSE,0,"Suppressor of G2 allele of SKP1 homolog"
"SULT1A3","P50224",-1.43,0.0859,0.124,FALSE,FALSE,FALSE,0,"Sulfotransferase 1A3/1A4;Sulfotransferase 1A1"
"SUMO1","P63165",-0.621,0.0333,0.0576,FALSE,FALSE,FALSE,0,"Small ubiquitin-related modifier 1"
"SUN1","O94901-5",-0.36,0.0479,0.0768,FALSE,FALSE,TRUE,1,"SUN domain-containing protein 1"
"SUN2","Q9UH99",-0.451,0.0475,0.0762,FALSE,FALSE,TRUE,1,"SUN domain-containing protein 2"
"SUPT16H","Q9Y5B9",-0.482,0.00774,0.0192,FALSE,FALSE,FALSE,0,"FACT complex subunit SPT16"
"SUPT4H1","P63272",-0.98,0.00452,0.0131,FALSE,FALSE,FALSE,0,"Transcription elongation factor SPT4"
"SUPT5H","O00267-2",-0.753,0.00197,0.00744,FALSE,FALSE,FALSE,0,"Transcription elongation factor SPT5"
"SUPT6H","Q7KZ85",-0.776,0.00363,0.0112,FALSE,FALSE,FALSE,0,"Transcription elongation factor SPT6"
"SUPT7L","O94864-2",-0.212,0.478,0.531,FALSE,FALSE,TRUE,1,"STAGA complex 65 subunit gamma"
"SUPV3L1","Q8IYB8",-0.595,0.00877,0.0211,FALSE,FALSE,FALSE,0,"ATP-dependent RNA helicase SUPV3L1, mitochondrial"
"SURF4","O15260",-0.251,0.213,0.265,FALSE,FALSE,FALSE,0,"Surfeit locus protein 4"
"SURF6","O75683",0.165,0.941,0.951,FALSE,FALSE,TRUE,2,"Surfeit locus protein 6"
"SUZ12","Q15022",-0.56,0.00673,0.0173,FALSE,FALSE,FALSE,0,"Polycomb protein SUZ12"
"SWAP70","E7EMB1",-1.78,0.047,0.0755,FALSE,FALSE,TRUE,1,"Switch-associated protein 70"
"SYAP1","Q96A49",0.0635,0.755,0.789,FALSE,FALSE,FALSE,0,"Synapse-associated protein 1"
"syd","P0A8U0",0.691,0.197,0.248,FALSE,FALSE,FALSE,0,"Protein syd"
"SYDE1","Q6ZW31-2",-0.941,0.0821,0.119,FALSE,FALSE,TRUE,1,"Rho GTPase-activating protein SYDE1"
"SYMPK","Q92797",-0.463,0.0128,0.0278,FALSE,FALSE,FALSE,0,"Symplekin"
"SYNCRIP","O60506",-0.587,0.00253,0.00882,FALSE,FALSE,FALSE,0,"Heterogeneous nuclear ribonucleoprotein Q"
"SYNE1","Q8NF91-4",0.298,0.176,0.226,FALSE,FALSE,FALSE,0,"Nesprin-1"
"SYNE2","Q8WXH0",-0.57,0.0271,0.0491,FALSE,FALSE,FALSE,0,"Nesprin-2"
"SYNGR2","O43760",-0.863,0.00977,0.0228,FALSE,FALSE,FALSE,0,"Synaptogyrin-2"
"SYNJ1","O43426-5",1.64,0.0725,0.107,FALSE,FALSE,TRUE,4,"Synaptojanin-1"
"TACO1","Q9BSH4",-0.558,0.235,0.289,FALSE,FALSE,FALSE,0,"Translational activator of cytochrome c oxidase 1"
"tadA","P68398",1.54,0.158,0.206,FALSE,FALSE,TRUE,3,"tRNA-specific adenosine deaminase"
"TADA1","Q96BN2",-0.949,0.0415,0.0685,FALSE,FALSE,FALSE,0,"Transcriptional adapter 1"
"TADA2B","Q86TJ2",0.857,0.0723,0.107,FALSE,FALSE,TRUE,4,"Transcriptional adapter 2-beta"
"TAF1","P21675",-0.514,0.00297,0.00981,FALSE,FALSE,FALSE,0,"Transcription initiation factor TFIID subunit 1;Transcription initiation factor TFIID subunit 1-like"
"TAF10","Q12962",-0.65,0.151,0.198,FALSE,FALSE,FALSE,0,"Transcription initiation factor TFIID subunit 10"
"TAF15","F5GWQ7",-1,0.0326,0.0567,FALSE,FALSE,FALSE,0,"TATA-binding protein-associated factor 2N"
"TAF1C","Q15572-2",-0.779,0.0207,0.0402,FALSE,FALSE,FALSE,0,"TATA box-binding protein-associated factor RNA polymerase I subunit C"
"TAF2","Q6P1X5",-0.163,0.458,0.512,FALSE,FALSE,FALSE,0,"Transcription initiation factor TFIID subunit 2"
"TAF4","O00268",-0.52,0.0235,0.0441,FALSE,FALSE,FALSE,0,"Transcription initiation factor TFIID subunit 4"
"TAF5","Q15542-2",-0.506,0.159,0.207,FALSE,FALSE,FALSE,0,"Transcription initiation factor TFIID subunit 5"
"TAF5L","O75529",0.543,0.511,0.563,FALSE,FALSE,TRUE,3,"TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L"
"TAF6","P49848",-0.852,0.00449,0.013,FALSE,FALSE,FALSE,0,"Transcription initiation factor TFIID subunit 6"
"TAF6L","Q9Y6J9",-0.324,0.682,0.723,FALSE,FALSE,TRUE,1,"TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L"
"TAF9","Q16594",-0.44,0.0738,0.109,FALSE,FALSE,FALSE,0,"Transcription initiation factor TFIID subunit 9"
"TAF9.1","Q9Y3D8",-0.309,0.186,0.238,FALSE,FALSE,FALSE,0,"Adenylate kinase isoenzyme 6"
"TAGLN2","P37802",-0.767,0.000457,0.00294,FALSE,FALSE,FALSE,0,"Transgelin-2"
"talB","P0A870",0.933,0.000259,0.00212,FALSE,FALSE,FALSE,0,"Transaldolase B"
"TALDO1","P37837",-0.452,0.0391,0.0653,FALSE,FALSE,FALSE,0,"Transaldolase"
"TAMM41","C9J2U4",-0.651,0.0138,0.0293,FALSE,FALSE,FALSE,0,"Mitochondrial translocator assembly and maintenance protein 41 homolog"
"TANC1","Q9C0D5-2",-0.399,0.0336,0.0581,FALSE,FALSE,FALSE,0,"Protein TANC1"
"TAP1","Q03518",-0.0902,0.524,0.575,FALSE,FALSE,FALSE,0,"Antigen peptide transporter 1"
"TAP2","Q03519",-0.0524,0.815,0.843,FALSE,FALSE,FALSE,0,"Antigen peptide transporter 2"
"TAPBP","O15533-2",0.235,0.663,0.706,FALSE,FALSE,FALSE,0,"Tapasin"
"TARBP1","Q13395",-0.613,0.0519,0.0817,FALSE,FALSE,FALSE,0,"Probable methyltransferase TARBP1"
"TARDBP","Q13148",-0.557,0.0219,0.0417,FALSE,FALSE,FALSE,0,"TAR DNA-binding protein 43"
"TARS","P26639",-0.648,0.00284,0.00956,FALSE,FALSE,FALSE,0,"Threonine--tRNA ligase, cytoplasmic"
"TARS2","Q9BW92",-0.451,0.153,0.201,FALSE,FALSE,FALSE,0,"Threonine--tRNA ligase, mitochondrial"
"TBC1D10B","Q4KMP7",-0.101,0.57,0.619,FALSE,FALSE,FALSE,0,"TBC1 domain family member 10B"
"TBC1D15","A8K8E1",-0.239,0.217,0.27,FALSE,FALSE,FALSE,0,"TBC1 domain family member 15"
"TBC1D4","O60343-2",-0.436,0.189,0.24,FALSE,FALSE,FALSE,0,"TBC1 domain family member 4"
"TBC1D5","Q92609",-0.341,0.264,0.32,FALSE,FALSE,FALSE,0,"TBC1 domain family member 5"
"TBC1D9B","Q66K14-2",-0.292,0.425,0.481,FALSE,FALSE,FALSE,0,"TBC1 domain family member 9B"
"TBCA","E5RIW3",-0.166,0.396,0.451,FALSE,FALSE,FALSE,0,"Tubulin-specific chaperone A"
"TBCB","A8MVD5",-1.16,0.0392,0.0655,FALSE,FALSE,FALSE,0,"Tubulin-folding cofactor B"
"TBCD","Q9BTW9",-0.864,0.000328,0.00245,FALSE,FALSE,FALSE,0,"Tubulin-specific chaperone D"
"TBCE","Q15813",-0.499,0.0135,0.0288,FALSE,FALSE,FALSE,0,"Tubulin-specific chaperone E"
"TBL1XR1","B7Z475",-0.183,0.395,0.45,FALSE,FALSE,FALSE,0,"F-box-like/WD repeat-containing protein TBL1XR1"
"TBL2","E9PF19",-0.733,0.00878,0.0211,FALSE,FALSE,FALSE,0,"Transducin beta-like protein 2"
"TBL3","Q12788",-0.918,0.000156,0.0016,FALSE,FALSE,FALSE,0,"Transducin beta-like protein 3"
"TBRG4","Q969Z0",-0.385,0.0205,0.0398,FALSE,FALSE,FALSE,0,"Protein TBRG4"
"TCEA1","P23193",-0.553,0.0503,0.0798,FALSE,FALSE,FALSE,0,"Transcription elongation factor A protein 1"
"TCEB1","E5RHG8",-0.477,0.0241,0.045,FALSE,FALSE,FALSE,0,"Transcription elongation factor B polypeptide 1"
"TCEB2","Q15370",-0.451,0.024,0.0447,FALSE,FALSE,FALSE,0,"Transcription elongation factor B polypeptide 2"
"TCEB3","Q14241",-0.381,0.565,0.614,FALSE,FALSE,TRUE,1,"Transcription elongation factor B polypeptide 3"
"TCERG1","O14776",-0.681,0.0083,0.0202,FALSE,FALSE,FALSE,0,"Transcription elongation regulator 1"
"TCP1","P17987",-0.733,0.00202,0.00756,FALSE,FALSE,FALSE,0,"T-complex protein 1 subunit alpha"
"TCP11L1","Q9NUJ3",-0.4,0.246,0.301,FALSE,FALSE,FALSE,0,"T-complex protein 11-like protein 1"
"TDP1","Q9NUW8",-0.206,0.482,0.535,FALSE,FALSE,FALSE,0,"Tyrosyl-DNA phosphodiesterase 1"
"TECR","Q9NZ01",-0.818,0.000902,0.0045,FALSE,FALSE,FALSE,0,"Trans-2,3-enoyl-CoA reductase"
"TECRL","D6RBZ3",0.57,0.0403,0.0669,FALSE,FALSE,FALSE,0,"Trans-2,3-enoyl-CoA reductase-like"
"TEFM","Q96QE5",-0.458,0.0223,0.0424,FALSE,FALSE,FALSE,0,"Transcription elongation factor, mitochondrial"
"tehB","P25397",0.939,0.015,0.0312,FALSE,FALSE,FALSE,0,"Tellurite resistance protein TehB"
"TELO2","Q9Y4R8",0.0426,0.773,0.806,FALSE,FALSE,FALSE,0,"Telomere length regulation protein TEL2 homolog"
"TERF2","Q15554",-0.241,0.0693,0.103,FALSE,FALSE,FALSE,0,"Telomeric repeat-binding factor 2"
"TERF2IP","Q9NYB0",-0.546,0.0304,0.0537,FALSE,FALSE,FALSE,0,"Telomeric repeat-binding factor 2-interacting protein 1"
"TES","Q9UGI8-2",-0.837,0.0177,0.0355,FALSE,FALSE,FALSE,0,"Testin"
"tesA","P0ADA1",0.848,0.0235,0.0441,FALSE,FALSE,FALSE,0,"Acyl-CoA thioesterase I"
"tesB","P0AGG2",0.853,0.008,0.0197,FALSE,FALSE,FALSE,0,"Acyl-CoA thioesterase 2"
"TEX10","Q9NXF1-2",-0.564,0.00251,0.00878,FALSE,FALSE,FALSE,0,"Testis-expressed sequence 10 protein"
"TEX11","Q8IYF3-2",2.58,0.0748,0.11,FALSE,FALSE,TRUE,1,"Testis-expressed sequence 11 protein"
"TFAM","Q00059",-0.333,0.115,0.157,FALSE,FALSE,FALSE,0,"Transcription factor A, mitochondrial"
"TFAP2A","P05549-5",-0.558,0.0428,0.0702,FALSE,FALSE,FALSE,0,"Transcription factor AP-2-alpha"
"TFB1M","Q8WVM0",-0.526,0.0136,0.029,FALSE,FALSE,FALSE,0,"Dimethyladenosine transferase 1, mitochondrial"
"TFCP2","Q12800",-0.814,0.00168,0.00667,FALSE,FALSE,FALSE,0,"Alpha-globin transcription factor CP2"
"TFDP1","Q14186",-0.158,0.509,0.561,FALSE,FALSE,FALSE,0,"Transcription factor Dp-1"
"TFEB","P19484",-0.526,0.169,0.219,FALSE,FALSE,TRUE,1,"Transcription factor EB"
"TFG","C9JJP5",-0.28,0.165,0.214,FALSE,FALSE,FALSE,0,"Protein TFG"
"TFIP11","Q9UBB9",-0.422,0.0316,0.0554,FALSE,FALSE,FALSE,0,"Tuftelin-interacting protein 11"
"TFRC","P02786",-0.72,0.00465,0.0134,FALSE,FALSE,FALSE,0,"Transferrin receptor protein 1;Transferrin receptor protein 1, serum form"
"tgt","P0A847",0.955,0.000315,0.00239,FALSE,FALSE,FALSE,0,"Queuine tRNA-ribosyltransferase"
"TH1L","Q8IXH7-4",-0.558,0.00295,0.0098,FALSE,FALSE,FALSE,0,"Negative elongation factor C/D"
"THADA","Q6YHU6-3",0.0695,0.834,0.86,FALSE,FALSE,FALSE,0,"Thyroid adenoma-associated protein"
"THAP11","Q96EK4",0.268,0.172,0.221,FALSE,FALSE,TRUE,1,"THAP domain-containing protein 11"
"THEM4","Q5T1C6",-0.676,0.0185,0.0368,FALSE,FALSE,FALSE,0,"Thioesterase superfamily member 4"
"THEM6","Q8WUY1",-0.172,0.453,0.507,FALSE,FALSE,FALSE,0,"UPF0670 protein THEM6"
"THG1L","Q9H8R6",-0.514,0.169,0.218,FALSE,FALSE,FALSE,0,"Probable tRNA(His) guanylyltransferase"
"thiC","P30136",1.36,0.158,0.206,FALSE,FALSE,FALSE,0,"Phosphomethylpyrimidine synthase"
"thiD","P76422",0.245,0.796,0.827,FALSE,FALSE,TRUE,1,"Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase"
"thiF","P30138",1.22,0.102,0.143,FALSE,FALSE,TRUE,2,"Sulfur carrier protein ThiS adenylyltransferase"
"thiI","P77718",1.2,0.0393,0.0656,FALSE,FALSE,FALSE,0,"tRNA sulfurtransferase"
"thiK","P75948",0.423,0.234,0.288,FALSE,FALSE,TRUE,4,"Thiamine kinase"
"thiM","P76423",0.382,0.0856,0.123,FALSE,FALSE,FALSE,0,"Hydroxyethylthiazole kinase"
"THOC1","Q96FV9",-0.37,0.0348,0.0597,FALSE,FALSE,FALSE,0,"THO complex subunit 1"
"THOC2","Q8NI27",-0.502,0.00261,0.00899,FALSE,FALSE,FALSE,0,"THO complex subunit 2"
"THOC3","Q96J01",-0.407,0.0919,0.131,FALSE,FALSE,FALSE,0,"THO complex subunit 3"
"THOC5","Q13769",-0.479,0.0133,0.0286,FALSE,FALSE,FALSE,0,"THO complex subunit 5 homolog"
"THOC6","Q86W42",-0.433,0.0179,0.0358,FALSE,FALSE,FALSE,0,"THO complex subunit 6 homolog"
"THOC7","Q6I9Y2",-0.888,0.00208,0.00772,FALSE,FALSE,FALSE,0,"THO complex subunit 7 homolog"
"THOP1","P52888",-0.816,0.00783,0.0193,FALSE,FALSE,FALSE,0,"Thimet oligopeptidase"
"THRAP3","Q9Y2W1",-0.16,0.31,0.367,FALSE,FALSE,FALSE,0,"Thyroid hormone receptor-associated protein 3"
"THUMPD1","Q9NXG2",-0.932,0.00738,0.0185,FALSE,FALSE,FALSE,0,"THUMP domain-containing protein 1"
"THUMPD3","Q9BV44",-0.533,0.0136,0.029,FALSE,FALSE,FALSE,0,"THUMP domain-containing protein 3"
"THYN1","Q9P016",-0.53,0.0037,0.0113,FALSE,FALSE,FALSE,0,"Thymocyte nuclear protein 1"
"TIA1","P31483-2",-0.499,0.222,0.276,FALSE,FALSE,FALSE,0,"Nucleolysin TIA-1 isoform p40"
"TIAL1","Q01085",-0.826,0.00128,0.00562,FALSE,FALSE,FALSE,0,"Nucleolysin TIAR"
"TIGAR","Q9NQ88",0.483,0.199,0.25,FALSE,FALSE,FALSE,0,"Fructose-2,6-bisphosphatase TIGAR"
"tilS","P52097",2.3,0.188,0.24,FALSE,FALSE,TRUE,1,"tRNA(Ile)-lysidine synthase"
"TIMELESS","Q9UNS1-2",-1.14,0.0378,0.0637,FALSE,FALSE,FALSE,0,"Protein timeless homolog"
"TIMM13","Q9Y5L4",-0.574,0.0156,0.0323,FALSE,FALSE,FALSE,0,"Mitochondrial import inner membrane translocase subunit Tim13"
"TIMM23B","Q5SRD1",-0.7,0.00123,0.00548,FALSE,FALSE,FALSE,0,"Putative mitochondrial import inner membrane translocase subunit Tim23B"
"TIMM44","O43615",-0.578,0.0107,0.0244,FALSE,FALSE,FALSE,0,"Mitochondrial import inner membrane translocase subunit TIM44"
"TIMM50","Q3ZCQ8",-0.623,0.00507,0.0142,FALSE,FALSE,FALSE,0,"Mitochondrial import inner membrane translocase subunit TIM50"
"TIMP1","Q5H9A7",0.402,0.228,0.282,FALSE,FALSE,TRUE,3,"Metalloproteinase inhibitor 1"
"TIPRL","O75663",-0.734,0.0228,0.0432,FALSE,FALSE,FALSE,0,"TIP41-like protein"
"TJP1","G3V1L9",-0.358,0.0694,0.103,FALSE,FALSE,FALSE,0,"Tight junction protein ZO-1"
"TJP2","F5H886",-0.523,0.0367,0.0623,FALSE,FALSE,FALSE,0,"Tight junction protein ZO-2"
"TK1","P04183",-0.0883,0.715,0.753,FALSE,FALSE,FALSE,0,"Thymidine kinase, cytosolic"
"TKT","P29401",-0.198,0.104,0.145,FALSE,FALSE,FALSE,0,"Transketolase"
"TLE3","Q04726-2",-0.179,0.388,0.444,FALSE,FALSE,FALSE,0,"Transducin-like enhancer protein 3"
"TLN1","Q9Y490",-0.496,0.00363,0.0112,FALSE,FALSE,FALSE,0,"Talin-1"
"TMA16","Q96EY4",-0.445,0.152,0.2,FALSE,FALSE,FALSE,0,"Translation machinery-associated protein 16"
"TMCO1","Q9UM00-2",0.904,0.00471,0.0135,FALSE,FALSE,FALSE,0,"Transmembrane and coiled-coil domain-containing protein 1"
"TMCO7","Q9C0B7",-1.57,0.166,0.215,FALSE,FALSE,TRUE,4,"Transmembrane and coiled-coil domain-containing protein 7"
"TMED10","P49755",-0.664,0.00152,0.00624,FALSE,FALSE,FALSE,0,"Transmembrane emp24 domain-containing protein 10"
"TMED2","E7EQ72",-0.26,0.747,0.783,FALSE,FALSE,FALSE,0,"Transmembrane emp24 domain-containing protein 2"
"TMED7-TICAM2","Q8NBU8",-0.386,0.163,0.211,FALSE,FALSE,TRUE,1,"Transmembrane emp24 domain-containing protein 7"
"TMED9","Q9BVK6",-0.411,0.069,0.103,FALSE,FALSE,FALSE,0,"Transmembrane emp24 domain-containing protein 9"
"TMEM167A","Q8TBQ9",-0.475,0.0443,0.0722,FALSE,FALSE,FALSE,0,"Protein kish-A"
"TMEM194A","G3V5K2",-0.727,0.276,0.332,FALSE,FALSE,TRUE,4,"Transmembrane protein 194A"
"TMEM205","Q6UW68",-0.813,0.0124,0.0272,FALSE,FALSE,FALSE,0,"Transmembrane protein 205"
"TMEM209","H7BXV2",-0.0709,0.736,0.773,FALSE,FALSE,FALSE,0,"Transmembrane protein 209"
"TMEM214","Q6NUQ4",-0.434,0.0109,0.0247,FALSE,FALSE,FALSE,0,"Transmembrane protein 214"
"TMEM245","H7C0G1",-0.776,0.0375,0.0632,FALSE,FALSE,FALSE,0,"Transmembrane protein 245"
"TMEM30A","B4DIF5",-0.0102,0.986,0.988,FALSE,FALSE,FALSE,0,"Cell cycle control protein 50A"
"TMEM33","P57088",-0.766,0.00214,0.00788,FALSE,FALSE,FALSE,0,"Transmembrane protein 33"
"TMEM41B","Q5BJD5",0.0404,0.954,0.963,FALSE,FALSE,FALSE,0,"Transmembrane protein 41B"
"TMEM43","Q9BTV4",-0.541,0.19,0.241,FALSE,FALSE,FALSE,0,"Transmembrane protein 43"
"TMEM48","G3XA81",-0.348,0.02,0.0391,FALSE,FALSE,FALSE,0,"Nucleoporin NDC1"
"TMEM70","Q9BUB7",-0.317,0.168,0.217,FALSE,FALSE,FALSE,0,"Transmembrane protein 70, mitochondrial"
"tmk","P0A720",0.831,0.0606,0.0929,FALSE,FALSE,FALSE,0,"Thymidylate kinase"
"TMOD3","Q9NYL9",-0.633,0.00197,0.00744,FALSE,FALSE,FALSE,0,"Tropomodulin-3"
"TMPO","G5E972",-1.11,0.0943,0.133,FALSE,FALSE,TRUE,1,""
"TMPO.1","P42166",-0.489,0.00373,0.0114,FALSE,FALSE,FALSE,0,"Lamina-associated polypeptide 2, isoform alpha;Thymopoietin;Thymopentin"
"TMPO.2","P42167",-0.806,0.00576,0.0155,FALSE,FALSE,FALSE,0,"Lamina-associated polypeptide 2, isoforms beta/gamma;Thymopoietin;Thymopentin"
